anio,municipio_id,municipio_nombre,unidades_de_servicio_nivel_inicial*,unidades_de_servicio_nivel_primario,unidades_de_servicio_nivel_secundario**,sector_de_gestión_estatal***,sector_de_gestión_privada****,matricula_sexo_femenino*****,matricula_sexo_masculino******,matricula_nivel_inicial,matricula_nivel_primario*******,matricula_nivel_secundario********
2016,06728,San Andrés de Giles,27,30,14,80,9,4824,4633,1544,2787,1989
2017,06728,San Andrés de Giles,27,30,14,78,9,4873,4317,1498,2807,1993
2018,06728,San Andrés de Giles,27,30,14,78,9,4900,4445,1545,2841,2040
2019,06728,San Andrés de Giles,27,30,15,77,10,5008,4462,1554,2841,2078
2020,06728,San Andrés de Giles,27,30,14,78,9,4880,4448,1561,2751,2155
2021,06728,San Andrés de Giles,27,30,14,77,9,5002,4429,1427,2815,2327
2022,06728,San Andrés de Giles,27,29,14,79,8,5204,4554,1454,2707,2394
2023,06728,San Andrés de Giles,27,29,14,79,8,5094,4473,1337,2672,2386
2011,06735,San Antonio de Areco,22,17,10,62,8,4540,3851,1447,2380,1817
2012,06735,San Antonio de Areco,22,18,8,62,8,4650,3835,1476,2355,1823
2013,06735,San Antonio de Areco,22,18,8,62,8,4733,3757,1519,2362,1850
2014,06735,San Antonio de Areco,22,18,8,62,8,4668,3798,1545,2430,1856
2015,06735,San Antonio de Areco,22,18,8,63,7,4722,3866,1470,2449,1944
2016,06735,San Antonio de Areco,22,18,8,65,7,4851,3947,1511,2445,1985
2017,06735,San Antonio de Areco,23,18,8,64,7,4721,3937,1556,2372,1973
2018,06735,San Antonio de Areco,24,18,8,64,7,4705,3879,1576,2348,1985
2019,06735,San Antonio de Areco,24,17,8,63,7,4911,4001,1579,2288,1965
2020,06735,San Antonio de Areco,24,17,8,63,7,4767,4068,1556,2340,1986
2021,06735,San Antonio de Areco,25,17,8,63,7,5000,4045,1511,2357,2071
2022,06735,San Antonio de Areco,26,18,8,64,9,4846,4106,1522,2458,2072
2023,06735,San Antonio de Areco,26,18,9,64,10,4672,4188,1432,2475,1991
2011,06742,San Cayetano,8,12,2,29,3,1913,1417,401,785,641
2012,06742,San Cayetano,8,12,2,29,3,1890,1453,389,781,680
2013,06742,San Cayetano,8,12,2,30,3,1911,1532,409,740,634
2014,06742,San Cayetano,8,12,2,30,3,1862,1504,415,728,651
2015,06742,San Cayetano,8,12,2,30,3,1816,1515,407,733,670
2016,06742,San Cayetano,8,12,2,31,3,2002,1506,388,728,668
2017,06742,San Cayetano,8,12,2,30,3,2060,1466,407,723,662
2018,06742,San Cayetano,7,10,2,27,3,1945,1479,414,697,698
2019,06742,San Cayetano,7,10,2,27,2,1913,1523,422,708,702
2020,06742,San Cayetano,7,10,2,26,2,2085,1629,413,697,697
2021,06742,San Cayetano,7,10,2,26,2,1928,1537,381,708,727
2022,06742,San Cayetano,7,10,2,27,2,1915,1628,372,720,723
2023,06742,San Cayetano,8,9,2,28,2,1849,1661,378,667,680
2011,06749,San Fernando,67,55,45,138,76,22789,22298,8087,16956,12486
2012,06749,San Fernando,68,55,45,138,77,22622,22011,8189,16889,12632
2013,06749,San Fernando,69,55,45,144,79,23040,22318,8432,16922,13111
2014,06749,San Fernando,68,55,45,145,78,22710,22224,8342,16989,12786
2015,06749,San Fernando,68,55,45,145,78,22914,22297,8464,17018,12773
2016,06749,San Fernando,68,55,45,147,78,23290,22602,8370,17018,13014
2017,06749,San Fernando,68,55,45,138,78,23534,22662,8438,17135,13265
2018,06749,San Fernando,68,55,45,139,78,24160,23577,8578,17176,13759
2019,06749,San Fernando,68,55,45,137,78,24421,23797,8484,17333,14042
2020,06749,San Fernando,66,55,45,133,76,23731,22917,7898,17441,14116
2021,06749,San Fernando,64,55,45,134,74,23926,22874,7142,17325,14402
2022,06749,San Fernando,65,55,45,136,74,23372,22331,7181,16848,14088
2023,06749,San Fernando,65,55,45,134,73,22859,22035,6632,16395,14152
2011,06756,San Isidro,107,93,91,161,240,44600,43651,15268,29452,26709
2012,06756,San Isidro,106,93,88,161,238,44696,43030,15104,29642,26277
2013,06756,San Isidro,105,93,88,167,239,44314,43154,15116,29461,26538
2014,06756,San Isidro,107,93,88,166,242,44382,43477,14987,29607,26273
2015,06756,San Isidro,108,93,83,163,242,45096,43934,15019,29408,26537
2016,06756,San Isidro,109,93,82,160,241,44407,43502,15007,29233,26717
2017,06756,San Isidro,106,93,82,151,240,44193,43646,15064,28887,27074
2018,06756,San Isidro,105,93,82,156,237,44570,43478,14813,28468,27343
2019,06756,San Isidro,106,93,82,151,236,43208,42014,14620,27991,27080
2020,06756,San Isidro,104,92,82,150,233,41404,40786,13430,27392,27029
2021,06756,San Isidro,98,91,82,148,224,41446,40181,11788,26681,27492
2022,06756,San Isidro,97,90,82,147,222,39793,38681,11802,25829,26767
2023,06756,San Isidro,96,90,82,148,221,38641,37952,11229,25085,25925
2011,06760,San Miguel,83,89,101,162,191,48631,44388,12511,33288,30116
2012,06760,San Miguel,82,89,98,160,186,48469,45307,12720,33125,30347
2013,06760,San Miguel,83,89,98,162,188,48763,45184,12931,33277,30617
2014,06760,San Miguel,85,89,96,167,193,49779,46346,13361,33478,30843
2015,06760,San Miguel,84,89,95,167,191,51641,47045,13680,33968,30802
2016,06760,San Miguel,86,91,94,168,192,51443,47099,13900,34501,31116
2017,06760,San Miguel,84,90,92,170,187,52599,48051,14013,35073,31501
2018,06760,San Miguel,85,91,92,161,191,53932,49146,14349,35759,32025
2019,06760,San Miguel,90,92,92,167,188,55464,50723,14802,36485,32781
2020,06760,San Miguel,89,92,93,165,187,54999,50912,14152,37145,33506
2021,06760,San Miguel,88,92,93,163,184,53772,50068,13083,37286,34784
2022,06760,San Miguel,87,92,92,163,182,52740,50043,13269,36886,34414
2023,06760,San Miguel,87,92,93,164,185,52455,49855,12772,36479,34552
2011,06763,San Nicolás,50,57,48,167,66,25721,24834,7424,15210,10483
2012,06763,San Nicolás,50,57,48,170,65,25279,24276,7586,15190,10627
2013,06763,San Nicolás,50,57,47,179,66,24812,24022,7676,15165,10674
2014,06763,San Nicolás,50,57,47,180,64,25286,24163,7754,15352,10648
2015,06763,San Nicolás,50,57,44,183,64,25324,24577,7603,15407,10748
2016,06763,San Nicolás,50,57,44,182,63,25220,24729,7493,15409,10826
2017,06763,San Nicolás,50,57,44,170,62,28042,25761,7735,15334,10756
2018,06763,San Nicolás,50,57,43,170,61,27586,25883,7769,15385,11028
2019,06763,San Nicolás,50,56,43,166,61,26023,24848,7658,15354,11090
2020,06763,San Nicolás,50,56,43,161,61,25445,24677,7418,15437,11114
2021,06763,San Nicolás,51,56,43,164,63,25396,23876,6845,15512,11407
2022,06763,San Nicolás,51,56,43,168,62,25122,23844,6887,15247,11239
2023,06763,San Nicolás,50,57,43,166,63,24727,23659,6542,15063,11012
2011,06770,San Pedro,28,44,20,119,14,11512,10795,2963,7603,5010
2012,06770,San Pedro,28,43,20,118,14,11978,10624,3022,7638,5259
2013,06770,San Pedro,28,43,20,124,14,12338,11584,3068,7755,5318
2014,06770,San Pedro,28,43,20,125,13,11950,11063,3064,7644,5435
2015,06770,San Pedro,29,43,20,125,14,13071,11925,3118,7443,5516
2016,06770,San Pedro,29,43,20,123,14,12670,11249,3140,7372,5543
2017,06770,San Pedro,30,43,20,118,14,13079,11925,3370,7384,5646
2018,06770,San Pedro,30,43,20,118,14,12720,11607,3389,7392,5809
2019,06770,San Pedro,30,43,20,117,14,13468,12538,3411,7555,5937
2020,06770,San Pedro,30,43,20,116,14,12889,11794,3344,7634,6086
2021,06770,San Pedro,29,43,20,115,13,12628,11335,3212,7610,6139
2022,06770,San Pedro,30,42,21,117,13,12695,11545,3138,7594,6071
2023,06770,San Pedro,31,42,21,117,13,13050,11732,3140,7531,6094
2011,06778,San Vicente,17,22,17,67,8,11309,10946,3068,8512,5271
2012,06778,San Vicente,17,22,16,69,11,11945,11383,3195,8866,5695
2013,06778,San Vicente,18,22,16,70,11,12080,11518,3284,9179,5912
2014,06778,San Vicente,19,22,16,71,13,12655,12024,3413,9478,6044
2015,06778,San Vicente,19,22,16,72,13,13732,12941,3459,9679,6377
2016,06778,San Vicente,22,23,16,75,15,13384,13116,3740,10047,6356
2017,06778,San Vicente,24,24,16,73,17,13860,13705,3913,10321,6521
2018,06778,San Vicente,25,24,16,72,18,14026,13911,4118,10685,6542
2019,06778,San Vicente,25,24,16,73,19,14725,14391,4320,10900,6999
2020,06778,San Vicente,26,26,16,70,21,15048,14552,4244,11175,7421
2021,06778,San Vicente,28,28,15,74,21,16659,16382,4413,11856,8245
2022,06778,San Vicente,28,30,16,76,23,16737,16047,4329,12138,8157
2023,06778,San Vicente,30,32,17,82,23,17148,16412,4454,12048,8441
2011,06784,Suipacha,13,14,6,37,6,2565,2481,655,1071,857
2012,06784,Suipacha,14,14,6,39,6,2627,2617,689,1097,863
2013,06784,Suipacha,14,14,6,40,6,2553,2381,657,1157,867
2014,06784,Suipacha,14,14,6,40,6,2377,2218,666,1183,880
2015,06784,Suipacha,13,14,6,42,5,2661,2473,609,1184,917
2016,06784,Suipacha,13,14,6,42,5,2365,2369,623,1173,910
2017,06784,Suipacha,13,14,5,39,5,2480,2407,656,1151,930
2018,06784,Suipacha,13,14,5,39,5,2654,2407,667,1148,936
2019,06784,Suipacha,13,14,5,39,5,2720,2289,671,1118,993
2020,06784,Suipacha,13,14,5,37,5,2345,2040,637,1110,1010
2021,06784,Suipacha,13,14,5,38,5,2529,1988,604,1078,1049
2022,06784,Suipacha,13,14,5,38,5,2687,2232,604,1108,1020
2023,06784,Suipacha,13,14,5,39,5,2718,2293,562,1134,965
2011,06791,Tandil,58,57,37,179,49,21001,19853,6071,12210,7693
2012,06791,Tandil,58,57,35,178,49,20884,19727,6004,12316,7895
2013,06791,Tandil,58,58,31,178,50,21379,19679,6006,12326,8165
2014,06791,Tandil,59,58,31,178,50,21645,20192,6231,12281,7979
2015,06791,Tandil,59,58,31,181,49,22005,20317,6384,12195,8049
2016,06791,Tandil,61,58,31,185,49,22016,20419,6477,12168,8030
2017,06791,Tandil,63,59,31,176,52,21560,20205,6754,12169,8182
2018,06791,Tandil,64,59,31,182,53,22620,20866,6741,12247,8577
2019,06791,Tandil,65,59,31,177,53,22728,20641,6743,12271,8642
2020,06791,Tandil,65,59,31,174,53,21890,20129,6596,12414,8633
2021,06791,Tandil,64,60,31,174,53,22347,20053,6237,12656,8737
2022,06791,Tandil,62,60,31,179,50,22023,20028,6065,12539,8836
2023,06791,Tandil,62,60,32,179,48,21623,19753,5602,12527,8869
2011,06798,Tapalqué,12,24,4,51,,2210,2073,514,1065,848
2012,06798,Tapalqué,12,24,4,51,,2223,1931,515,1057,874
2013,06798,Tapalqué,12,23,4,51,,2232,1941,510,1049,897
2014,06798,Tapalqué,12,23,4,51,,2189,1917,513,1043,882
2015,06798,Tapalqué,12,22,4,50,,2223,2019,508,1035,889
2016,06798,Tapalqué,12,22,4,50,,2339,1875,491,988,899
2017,06798,Tapalqué,13,22,4,50,,2249,1880,477,969,894
2018,06798,Tapalqué,13,22,4,50,,2315,1898,505,942,853
2019,06798,Tapalqué,13,22,4,49,,2410,2079,557,923,936
2020,06798,Tapalqué,13,22,4,49,,2041,1722,560,890,919
2021,06798,Tapalqué,12,22,4,48,,2196,1835,550,887,968
2022,06798,Tapalqué,14,22,4,51,,2390,1967,527,910,887
2023,06798,Tapalqué,15,22,4,53,,2278,2081,528,893,832
2011,06805,Tigre,114,102,113,234,187,57737,56766,19236,44271,32387
2012,06805,Tigre,115,104,114,238,186,57858,57430,19671,44302,33263
2013,06805,Tigre,120,105,111,245,193,58060,58184,20313,44197,33819
2014,06805,Tigre,120,108,109,239,194,58777,58927,20854,44838,34069
2015,06805,Tigre,121,106,108,246,194,58753,59383,20904,44914,34111
2016,06805,Tigre,122,106,106,246,197,58872,59757,21059,44887,34383
2017,06805,Tigre,122,107,102,234,197,60361,60111,21246,45177,34261
2018,06805,Tigre,122,109,102,226,198,61136,60273,21915,45577,35280
2019,06805,Tigre,123,110,103,232,201,62630,61897,21543,46078,36238
2020,06805,Tigre,122,110,101,225,201,61653,61074,20349,46407,36652
2021,06805,Tigre,120,110,102,223,199,60714,60084,18219,46055,38434
2022,06805,Tigre,124,111,102,223,201,60125,60606,18814,45347,38417
2023,06805,Tigre,124,111,104,223,207,59356,59441,17872,44167,38315
2011,06812,Tordillo,4,6,1,13,,273,308,85,230,186
2012,06812,Tordillo,4,6,1,13,,279,315,95,217,192
2013,06812,Tordillo,4,6,1,14,,290,321,103,215,191
2014,06812,Tordillo,4,6,1,14,,272,330,112,211,191
2015,06812,Tordillo,4,6,1,15,,412,451,122,214,201
2016,06812,Tordillo,4,6,1,15,,414,455,128,186,197
2017,06812,Tordillo,4,6,1,15,,395,415,125,184,201
2018,06812,Tordillo,4,5,1,14,,518,521,136,203,198
2019,06812,Tordillo,4,5,1,13,,463,543,142,221,210
2020,06812,Tordillo,4,5,1,13,,486,621,151,225,203
2021,06812,Tordillo,4,5,1,13,,454,539,155,221,204
2022,06812,Tordillo,4,5,1,13,,528,554,152,231,196
2023,06812,Tordillo,4,5,1,15,,554,574,163,234,185
2011,06819,Tornquist,15,22,8,57,5,2219,2004,728,1292,950
2012,06819,Tornquist,15,22,8,57,5,2324,2130,712,1287,998
2013,06819,Tornquist,15,22,8,59,5,2272,2197,702,1317,990
2014,06819,Tornquist,15,22,8,59,5,2261,2171,709,1327,996
2015,06819,Tornquist,15,21,8,58,5,2385,2173,741,1318,978
2016,06819,Tornquist,15,22,8,59,5,2434,2152,837,1261,972
2017,06819,Tornquist,15,22,8,61,5,3272,2460,879,1301,969
2018,06819,Tornquist,15,22,8,59,5,2527,2267,867,1330,995
2019,06819,Tornquist,15,20,8,55,5,2319,2193,861,1335,1034
2020,06819,Tornquist,15,20,8,54,5,2473,2253,829,1356,1034
2021,06819,Tornquist,15,20,8,54,5,2563,2157,777,1408,987
2022,06819,Tornquist,15,20,8,54,5,2344,2154,759,1434,965
2023,06819,Tornquist,15,19,9,54,5,2436,2161,694,1452,1017
2011,06826,Trenque Lauquen,40,46,16,127,18,9876,8549,2433,4949,3284
2012,06826,Trenque Lauquen,40,46,17,128,17,10140,8438,2362,5009,3434
2013,06826,Trenque Lauquen,40,46,16,126,17,9928,8498,2338,4930,3461
2014,06826,Trenque Lauquen,40,46,13,126,16,10378,8802,2415,4910,3553
2015,06826,Trenque Lauquen,40,46,13,126,16,10367,9003,2439,4831,3411
2016,06826,Trenque Lauquen,40,46,13,124,16,10311,8711,2446,4672,3450
2017,06826,Trenque Lauquen,40,46,13,119,18,10315,8279,2475,4660,3578
2018,06826,Trenque Lauquen,40,46,12,120,17,10265,8382,2520,4619,3653
2019,06826,Trenque Lauquen,40,46,12,121,17,11163,8642,2533,4660,3587
2020,06826,Trenque Lauquen,40,46,12,116,17,10161,8387,2495,4635,3644
2021,06826,Trenque Lauquen,41,46,12,120,18,9284,7986,2379,4674,3704
2022,06826,Trenque Lauquen,41,46,12,119,18,10403,8614,2337,4738,3622
2023,06826,Trenque Lauquen,41,46,12,121,18,10202,8317,2260,4685,3581
2011,06833,Tres Arroyos,37,47,22,112,25,10313,9478,2815,5755,3976
2012,06833,Tres Arroyos,38,45,21,110,25,10534,9263,2797,5704,4044
2013,06833,Tres Arroyos,38,45,22,113,26,10916,9482,2899,5720,4149
2014,06833,Tres Arroyos,38,44,21,110,26,11266,9374,2926,5717,4207
2015,06833,Tres Arroyos,38,44,19,114,22,10864,9431,2926,5683,3973
2016,06833,Tres Arroyos,38,44,19,116,22,11374,9680,2965,5599,4047
2017,06833,Tres Arroyos,39,44,18,114,23,12088,10147,3012,5600,4015
2018,06833,Tres Arroyos,36,44,19,111,23,11661,10094,3117,5552,4030
2019,06833,Tres Arroyos,36,44,19,115,21,11765,10004,3002,5669,4015
2020,06833,Tres Arroyos,36,44,19,112,21,11654,9467,2853,5725,4095
2021,06833,Tres Arroyos,35,43,18,111,20,12546,10018,2719,5773,4392
2022,06833,Tres Arroyos,35,43,18,112,19,11388,9806,2709,5686,4293
2023,06833,Tres Arroyos,35,43,18,112,19,11433,9863,2671,5564,4212
2011,06840,Tres de Febrero,110,84,78,204,141,40303,38931,14568,27355,19650
2012,06840,Tres de Febrero,111,84,78,206,140,40468,39353,14397,27260,19831
2013,06840,Tres de Febrero,110,84,75,210,140,39975,39095,14539,27111,20605
2014,06840,Tres de Febrero,110,85,74,213,142,40973,39709,14663,26971,20648
2015,06840,Tres de Febrero,109,85,74,210,141,40442,39514,14647,26869,20523
2016,06840,Tres de Febrero,109,86,74,217,139,41817,40065,14747,26749,20866
2017,06840,Tres de Febrero,109,86,75,206,140,41439,40435,15031,26574,21239
2018,06840,Tres de Febrero,109,86,75,207,140,41772,40692,15187,26530,21659
2019,06840,Tres de Febrero,109,86,75,211,140,42055,41265,14913,26645,21851
2020,06840,Tres de Febrero,109,86,75,206,140,41090,39983,14474,26772,21938
2021,06840,Tres de Febrero,108,86,76,211,138,42052,39517,12676,26683,22539
2022,06840,Tres de Febrero,108,87,76,208,142,41306,38801,12402,26142,22049
2023,06840,Tres de Febrero,107,87,77,209,142,39454,38840,11537,25669,21589
2011,06847,Tres Lomas,8,7,2,30,,1761,1478,383,729,407
2012,06847,Tres Lomas,8,8,2,30,,1728,1475,406,725,391
2013,06847,Tres Lomas,8,8,2,32,,1696,1594,427,716,439
2014,06847,Tres Lomas,6,8,2,30,,1694,1518,429,707,429
2015,06847,Tres Lomas,6,8,2,30,,2221,1749,387,716,397
2016,06847,Tres Lomas,6,8,2,30,,2209,1782,380,734,438
2017,06847,Tres Lomas,6,8,2,30,,2575,1965,411,763,438
2018,06847,Tres Lomas,6,7,2,29,,2846,2279,456,735,448
2019,06847,Tres Lomas,6,7,2,29,,2066,1772,468,736,424
2020,06847,Tres Lomas,7,7,2,29,,2068,1767,465,762,401
2021,06847,Tres Lomas,7,7,2,28,,1797,1886,431,752,398
2022,06847,Tres Lomas,7,7,2,29,,2164,1954,449,746,340
2023,06847,Tres Lomas,7,7,2,29,,2279,1632,416,738,310
2011,06861,Vicente López,106,76,79,136,199,33393,32646,12934,21253,18686
2012,06861,Vicente López,112,76,72,135,199,32912,32547,13096,21574,18473
2013,06861,Vicente López,114,76,72,136,200,33522,33360,13280,21538,18874
2014,06861,Vicente López,114,76,72,136,197,33209,33284,13285,21551,18947
2015,06861,Vicente López,114,76,71,139,195,34060,34087,13117,21613,19038
2016,06861,Vicente López,115,77,70,143,195,34008,34487,13104,21694,19157
2017,06861,Vicente López,115,78,69,138,200,34171,33841,13112,21619,19038
2018,06861,Vicente López,114,78,68,139,198,34726,34071,13159,21540,19392
2019,06861,Vicente López,114,78,67,137,189,35167,34497,12821,21932,19513
2020,06861,Vicente López,112,78,64,132,188,34248,33357,12276,21833,19569
2021,06861,Vicente López,107,76,64,133,181,33645,32808,10689,20898,19766
2022,06861,Vicente López,106,76,64,133,177,32568,32072,10477,20246,19230
2023,06861,Vicente López,108,77,65,134,179,32292,31569,9908,19859,19040
2011,06868,Villa Gesell,11,11,11,36,15,5509,5275,1764,3817,3055
2012,06868,Villa Gesell,11,12,10,35,15,5437,5329,1766,3924,3011
2013,06868,Villa Gesell,11,12,10,35,14,5543,5419,1863,4035,3134
2014,06868,Villa Gesell,11,12,9,35,14,5706,5637,1882,4104,3137
2015,06868,Villa Gesell,11,12,9,33,14,5718,5863,1905,4160,3185
2016,06868,Villa Gesell,11,12,9,34,14,5853,5837,1908,4240,3219
2017,06868,Villa Gesell,11,12,9,33,15,5890,5983,1901,4251,3438
2018,06868,Villa Gesell,11,12,9,33,14,5992,5844,1906,4215,3549
2019,06868,Villa Gesell,11,12,10,38,15,6300,6066,1893,4205,3640
2020,06868,Villa Gesell,11,12,11,39,16,6173,6065,1799,4228,3684
2021,06868,Villa Gesell,11,12,11,37,16,6386,6066,1592,4207,3820
2022,06868,Villa Gesell,11,12,11,38,16,6531,6254,1650,4255,3814
2023,06868,Villa Gesell,11,12,10,39,15,6498,6246,1562,4217,3718
2011,06875,Villarino,22,44,16,106,5,6130,5521,1528,3857,2790
2012,06875,Villarino,23,42,14,106,5,6478,5674,1545,3806,2835
2013,06875,Villarino,22,39,14,108,5,6283,5529,1508,3687,2769
2014,06875,Villarino,22,36,13,105,5,6259,5531,1509,3680,2847
2015,06875,Villarino,23,38,12,107,5,6341,5882,1483,3569,2837
2016,06875,Villarino,23,38,12,106,5,6236,5569,1565,3454,2857
2017,06875,Villarino,23,38,13,105,5,5946,5565,1611,3371,2904
2018,06875,Villarino,23,37,13,103,5,6273,5727,1619,3313,2979
2019,06875,Villarino,23,35,13,97,5,6395,5767,1641,3242,3106
2020,06875,Villarino,22,34,13,90,5,6629,6000,1581,3313,3093
2021,06875,Villarino,23,33,13,91,5,6798,6133,1473,3370,3089
2022,06875,Villarino,23,35,13,93,5,6761,6035,1455,3338,2942
2023,06875,Villarino,23,32,12,90,5,6385,6066,1390,3279,2927
2011,06882,Zárate,40,44,30,126,41,18868,18828,6094,14173,7289
2012,06882,Zárate,41,44,30,130,44,19293,19085,6083,14313,7742
2013,06882,Zárate,41,44,30,132,42,19933,19574,6137,14299,7966
2014,06882,Zárate,41,44,30,130,42,19589,19578,6233,14306,7914
2015,06882,Zárate,44,44,30,133,44,19865,20138,6313,14378,8153
2016,06882,Zárate,44,45,30,136,44,20375,20576,6236,14512,8570
2017,06882,Zárate,44,45,30,131,45,20232,20264,6277,14503,8554
2018,06882,Zárate,45,45,31,132,44,21403,21289,6380,14598,8993
2019,06882,Zárate,46,45,30,133,45,22501,22332,6475,14516,9182
2020,06882,Zárate,47,45,30,128,45,21901,21367,6603,14571,9148
2021,06882,Zárate,46,45,30,130,44,22244,21505,5835,14510,9418
2022,06882,Zárate,45,45,31,130,43,22259,21361,5745,14338,9505
2023,06882,Zárate,45,45,31,129,43,21912,20952,5502,13778,9537
,,,,,,,,,,,,
,,*Unidades de Servicio - Modalidad Común - Nivel Inicial,,,,,,,,,,
,,**Unidades de Servicio - Modalidad Común - Nivel Secundario,,,,,,,,,,
,,***Unidades de Servicio de Gestión Estatal (todos los Niveles y Modalidades),,,,,,,,,,
,,****Unidades de Servicio de Gestión Privada (todos los Niveles y Modalidades),,,,,,,,,,
,,*****Matrícula de sexo femenino (todos los Niveles y Modalidades),,,,,,,,,,
,,******Matrícula de sexo masculino (todos los Niveles y Modalidades),,,,,,,,,,
,,*******Matrícula total (Nivel primario y Modalidad común),,,,,,,,,,
,,********Matrícula total (Nivel secundario y Modalidad común),,,,,,,,,,
